0.00.236.778 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.345.765 I srv    load_model: loading model 'unsloth/Qwen3.6-27B-GGUF:IQ4_XS'
0.00.666.912 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.24.335.923 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.24.350.828 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.24.350.859 I srv  llama_server: model loaded
0.24.350.863 I srv  llama_server: listening on http://127.0.0.1:8080
0.26.079.020 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.26.079.074 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.29.398.193 I slot print_timing: id  3 | task 0 | n_decoded =    111, tg =  36.67 t/s, tg_3s =  36.67 t/s
0.32.420.707 I slot print_timing: id  3 | task 0 | n_decoded =    219, tg =  36.20 t/s, tg_3s =  35.73 t/s
0.35.444.425 I slot print_timing: id  3 | task 0 | n_decoded =    329, tg =  36.26 t/s, tg_3s =  36.38 t/s
0.38.467.409 I slot print_timing: id  3 | task 0 | n_decoded =    439, tg =  36.29 t/s, tg_3s =  36.39 t/s
0.41.471.670 I slot print_timing: id  3 | task 0 | n_decoded =    548, tg =  36.29 t/s, tg_3s =  36.28 t/s
0.44.473.056 I slot print_timing: id  3 | task 0 | n_decoded =    657, tg =  36.29 t/s, tg_3s =  36.32 t/s
0.47.480.661 I slot print_timing: id  3 | task 0 | n_decoded =    766, tg =  36.29 t/s, tg_3s =  36.24 t/s
0.50.484.673 I slot print_timing: id  3 | task 0 | n_decoded =    875, tg =  36.29 t/s, tg_3s =  36.28 t/s
0.53.493.142 I slot print_timing: id  3 | task 0 | n_decoded =    984, tg =  36.28 t/s, tg_3s =  36.23 t/s
0.56.498.766 I slot print_timing: id  3 | task 0 | n_decoded =   1093, tg =  36.28 t/s, tg_3s =  36.27 t/s
0.59.503.871 I slot print_timing: id  3 | task 0 | n_decoded =   1202, tg =  36.28 t/s, tg_3s =  36.27 t/s
1.02.519.648 I slot print_timing: id  3 | task 0 | n_decoded =   1311, tg =  36.27 t/s, tg_3s =  36.14 t/s
1.05.533.466 I slot print_timing: id  3 | task 0 | n_decoded =   1420, tg =  36.26 t/s, tg_3s =  36.17 t/s
1.08.552.482 I slot print_timing: id  3 | task 0 | n_decoded =   1529, tg =  36.25 t/s, tg_3s =  36.10 t/s
