0.02.005.237 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.090.279 I srv    load_model: loading model 'DavidAU/Qwen3.6-27B-NEO-CODE-Di-IMatrix-MAX-GGUF:IQ3_M'
0.04.234.497 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.04.248.496 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.248.518 I srv  llama_server: model loaded
0.04.248.521 I srv  llama_server: listening on http://127.0.0.1:8080
0.06.137.344 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.06.137.408 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.09.409.695 I slot print_timing: id  3 | task 0 | n_decoded =    124, tg =  41.03 t/s, tg_3s =  41.03 t/s
0.12.420.603 I slot print_timing: id  3 | task 0 | n_decoded =    246, tg =  40.78 t/s, tg_3s =  40.52 t/s
0.15.442.420 I slot print_timing: id  3 | task 0 | n_decoded =    369, tg =  40.75 t/s, tg_3s =  40.70 t/s
0.18.447.520 I slot print_timing: id  3 | task 0 | n_decoded =    491, tg =  40.71 t/s, tg_3s =  40.60 t/s
0.21.452.935 I slot print_timing: id  3 | task 0 | n_decoded =    613, tg =  40.69 t/s, tg_3s =  40.59 t/s
0.24.465.175 I slot print_timing: id  3 | task 0 | n_decoded =    735, tg =  40.66 t/s, tg_3s =  40.50 t/s
0.27.474.643 I slot print_timing: id  3 | task 0 | n_decoded =    857, tg =  40.64 t/s, tg_3s =  40.54 t/s
0.30.490.117 I slot print_timing: id  3 | task 0 | n_decoded =    979, tg =  40.62 t/s, tg_3s =  40.46 t/s
0.33.503.265 I slot print_timing: id  3 | task 0 | n_decoded =   1101, tg =  40.60 t/s, tg_3s =  40.49 t/s
0.36.517.676 I slot print_timing: id  3 | task 0 | n_decoded =   1223, tg =  40.59 t/s, tg_3s =  40.47 t/s
