0.00.245.067 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.355.066 I srv    load_model: loading model 'DavidAU/Qwen3.6-27B-Heretic-Uncensored-FINETUNE-NEO-CODE-Di-IMatrix-MAX-GGUF:IQ3_M'
0.20.242.111 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.20.256.198 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.20.256.222 I srv  llama_server: model loaded
0.20.256.225 I srv  llama_server: listening on http://127.0.0.1:8080
0.22.107.270 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.22.107.313 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.25.356.880 I slot print_timing: id  3 | task 0 | n_decoded =    123, tg =  40.96 t/s, tg_3s =  40.96 t/s
0.28.361.687 I slot print_timing: id  3 | task 0 | n_decoded =    243, tg =  40.45 t/s, tg_3s =  39.94 t/s
0.31.365.337 I slot print_timing: id  3 | task 0 | n_decoded =    365, tg =  40.50 t/s, tg_3s =  40.62 t/s
0.34.375.935 I slot print_timing: id  3 | task 0 | n_decoded =    487, tg =  40.51 t/s, tg_3s =  40.52 t/s
0.37.387.445 I slot print_timing: id  3 | task 0 | n_decoded =    609, tg =  40.51 t/s, tg_3s =  40.51 t/s
0.40.403.969 I slot print_timing: id  3 | task 0 | n_decoded =    731, tg =  40.50 t/s, tg_3s =  40.44 t/s
0.43.419.188 I slot print_timing: id  3 | task 0 | n_decoded =    853, tg =  40.49 t/s, tg_3s =  40.46 t/s
0.45.668.253 I slot print_timing: id  3 | task 0 | prompt eval time =     246.24 ms /    55 tokens (    4.48 ms per token,   223.36 tokens per second)
0.45.668.257 I slot print_timing: id  3 | task 0 |        eval time =   23314.66 ms /   944 tokens (   24.70 ms per token,    40.49 tokens per second)
0.45.668.257 I slot print_timing: id  3 | task 0 |       total time =   23560.91 ms /   999 tokens
0.45.668.261 I slot print_timing: id  3 | task 0 |    graphs reused =        940
0.45.668.287 I slot      release: id  3 | task 0 | stop processing: n_tokens = 998, truncated = 0
0.45.693.836 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
0.45.693.870 I slot launch_slot_: id  2 | task 947 | processing task, is_child = 0
0.49.163.342 I slot print_timing: id  2 | task 947 | n_decoded =    123, tg =  40.81 t/s, tg_3s =  40.81 t/s
0.52.176.348 I slot print_timing: id  2 | task 947 | n_decoded =    245, tg =  40.65 t/s, tg_3s =  40.49 t/s
0.55.193.504 I slot print_timing: id  2 | task 947 | n_decoded =    367, tg =  40.58 t/s, tg_3s =  40.44 t/s
0.58.209.112 I slot print_timing: id  2 | task 947 | n_decoded =    489, tg =  40.55 t/s, tg_3s =  40.46 t/s
1.01.232.816 I slot print_timing: id  2 | task 947 | n_decoded =    611, tg =  40.51 t/s, tg_3s =  40.35 t/s
1.04.252.886 I slot print_timing: id  2 | task 947 | n_decoded =    733, tg =  40.49 t/s, tg_3s =  40.40 t/s
1.07.254.200 I slot print_timing: id  2 | task 947 | n_decoded =    854, tg =  40.46 t/s, tg_3s =  40.32 t/s
1.10.277.047 I slot print_timing: id  2 | task 947 | n_decoded =    976, tg =  40.45 t/s, tg_3s =  40.36 t/s
1.13.285.879 I slot print_timing: id  2 | task 947 | n_decoded =   1097, tg =  40.43 t/s, tg_3s =  40.21 t/s
1.16.292.701 I slot print_timing: id  2 | task 947 | n_decoded =   1218, tg =  40.41 t/s, tg_3s =  40.24 t/s
1.19.303.793 I slot print_timing: id  2 | task 947 | n_decoded =   1339, tg =  40.39 t/s, tg_3s =  40.18 t/s
1.22.311.892 I slot print_timing: id  2 | task 947 | n_decoded =   1460, tg =  40.37 t/s, tg_3s =  40.22 t/s
1.25.327.776 I slot print_timing: id  2 | task 947 | n_decoded =   1581, tg =  40.35 t/s, tg_3s =  40.12 t/s
1.28.342.768 I slot print_timing: id  2 | task 947 | n_decoded =   1702, tg =  40.34 t/s, tg_3s =  40.13 t/s
1.31.363.549 I slot print_timing: id  2 | task 947 | n_decoded =   1823, tg =  40.32 t/s, tg_3s =  40.06 t/s
1.34.381.478 I slot print_timing: id  2 | task 947 | n_decoded =   1944, tg =  40.31 t/s, tg_3s =  40.09 t/s
1.37.404.037 I slot print_timing: id  2 | task 947 | n_decoded =   2065, tg =  40.29 t/s, tg_3s =  40.03 t/s
1.40.423.637 I slot print_timing: id  2 | task 947 | n_decoded =   2186, tg =  40.28 t/s, tg_3s =  40.07 t/s
1.43.448.489 I slot print_timing: id  2 | task 947 | n_decoded =   2307, tg =  40.26 t/s, tg_3s =  40.00 t/s
1.46.449.617 I slot print_timing: id  2 | task 947 | n_decoded =   2427, tg =  40.25 t/s, tg_3s =  39.98 t/s
1.49.451.110 I slot print_timing: id  2 | task 947 | n_decoded =   2547, tg =  40.24 t/s, tg_3s =  39.98 t/s
1.52.468.568 I slot print_timing: id  2 | task 947 | n_decoded =   2667, tg =  40.21 t/s, tg_3s =  39.77 t/s
1.55.481.333 I slot print_timing: id  2 | task 947 | n_decoded =   2787, tg =  40.20 t/s, tg_3s =  39.83 t/s
