0.00.306.011 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.433.312 I srv    load_model: loading model 'DavidAU/Qwen3.6-27B-NEO-CODE-Di-IMatrix-MAX-GGUF:IQ4_XS'
0.00.743.400 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.23.940.203 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.23.954.376 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.23.954.397 I srv  llama_server: model loaded
0.23.954.399 I srv  llama_server: listening on http://127.0.0.1:8080
0.25.872.447 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.25.872.507 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.29.134.110 I slot print_timing: id  3 | task 0 | n_decoded =    110, tg =  36.49 t/s, tg_3s =  36.49 t/s
0.32.149.318 I slot print_timing: id  3 | task 0 | n_decoded =    219, tg =  36.32 t/s, tg_3s =  36.15 t/s
0.35.158.830 I slot print_timing: id  3 | task 0 | n_decoded =    328, tg =  36.29 t/s, tg_3s =  36.22 t/s
0.38.168.782 I slot print_timing: id  3 | task 0 | n_decoded =    437, tg =  36.27 t/s, tg_3s =  36.21 t/s
0.41.187.705 I slot print_timing: id  3 | task 0 | n_decoded =    546, tg =  36.24 t/s, tg_3s =  36.11 t/s
0.44.203.022 I slot print_timing: id  3 | task 0 | n_decoded =    655, tg =  36.22 t/s, tg_3s =  36.15 t/s
0.47.223.483 I slot print_timing: id  3 | task 0 | n_decoded =    764, tg =  36.20 t/s, tg_3s =  36.09 t/s
0.50.239.508 I slot print_timing: id  3 | task 0 | n_decoded =    873, tg =  36.19 t/s, tg_3s =  36.14 t/s
0.53.260.737 I slot print_timing: id  3 | task 0 | n_decoded =    982, tg =  36.18 t/s, tg_3s =  36.08 t/s
0.56.278.482 I slot print_timing: id  3 | task 0 | n_decoded =   1091, tg =  36.17 t/s, tg_3s =  36.12 t/s
0.59.296.500 I slot print_timing: id  3 | task 0 | n_decoded =   1200, tg =  36.17 t/s, tg_3s =  36.12 t/s
1.02.299.342 I slot print_timing: id  3 | task 0 | n_decoded =   1308, tg =  36.15 t/s, tg_3s =  35.97 t/s
1.05.300.022 I slot print_timing: id  3 | task 0 | n_decoded =   1416, tg =  36.14 t/s, tg_3s =  35.99 t/s
1.08.305.849 I slot print_timing: id  3 | task 0 | n_decoded =   1524, tg =  36.13 t/s, tg_3s =  35.93 t/s
1.11.306.728 I slot print_timing: id  3 | task 0 | n_decoded =   1632, tg =  36.12 t/s, tg_3s =  35.99 t/s
1.14.312.570 I slot print_timing: id  3 | task 0 | n_decoded =   1740, tg =  36.10 t/s, tg_3s =  35.93 t/s
1.17.321.286 I slot print_timing: id  3 | task 0 | n_decoded =   1848, tg =  36.09 t/s, tg_3s =  35.90 t/s
1.20.330.139 I slot print_timing: id  3 | task 0 | n_decoded =   1956, tg =  36.08 t/s, tg_3s =  35.89 t/s
1.23.345.131 I slot print_timing: id  3 | task 0 | n_decoded =   2064, tg =  36.07 t/s, tg_3s =  35.82 t/s
1.26.161.287 I slot print_timing: id  3 | task 0 | prompt eval time =     246.90 ms /    55 tokens (    4.49 ms per token,   222.77 tokens per second)
1.26.161.290 I slot print_timing: id  3 | task 0 |        eval time =   60041.84 ms /  2165 tokens (   27.73 ms per token,    36.06 tokens per second)
1.26.161.290 I slot print_timing: id  3 | task 0 |       total time =   60288.74 ms /  2220 tokens
1.26.161.294 I slot print_timing: id  3 | task 0 |    graphs reused =       2156
1.26.161.317 I slot      release: id  3 | task 0 | stop processing: n_tokens = 2219, truncated = 0
1.26.185.511 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
1.26.185.552 I slot launch_slot_: id  2 | task 2168 | processing task, is_child = 0
1.29.652.191 I slot print_timing: id  2 | task 2168 | n_decoded =    110, tg =  36.43 t/s, tg_3s =  36.43 t/s
1.32.666.703 I slot print_timing: id  2 | task 2168 | n_decoded =    219, tg =  36.30 t/s, tg_3s =  36.16 t/s
1.35.688.004 I slot print_timing: id  2 | task 2168 | n_decoded =    328, tg =  36.22 t/s, tg_3s =  36.08 t/s
1.38.705.301 I slot print_timing: id  2 | task 2168 | n_decoded =    437, tg =  36.20 t/s, tg_3s =  36.13 t/s
1.41.727.719 I slot print_timing: id  2 | task 2168 | n_decoded =    546, tg =  36.17 t/s, tg_3s =  36.06 t/s
1.44.745.706 I slot print_timing: id  2 | task 2168 | n_decoded =    655, tg =  36.16 t/s, tg_3s =  36.12 t/s
1.47.768.364 I slot print_timing: id  2 | task 2168 | n_decoded =    764, tg =  36.15 t/s, tg_3s =  36.06 t/s
1.50.787.377 I slot print_timing: id  2 | task 2168 | n_decoded =    873, tg =  36.14 t/s, tg_3s =  36.10 t/s
1.53.806.428 I slot print_timing: id  2 | task 2168 | n_decoded =    982, tg =  36.14 t/s, tg_3s =  36.10 t/s
1.56.809.851 I slot print_timing: id  2 | task 2168 | n_decoded =   1090, tg =  36.12 t/s, tg_3s =  35.96 t/s
1.59.811.321 I slot print_timing: id  2 | task 2168 | n_decoded =   1198, tg =  36.11 t/s, tg_3s =  35.98 t/s
2.02.817.762 I slot print_timing: id  2 | task 2168 | n_decoded =   1306, tg =  36.09 t/s, tg_3s =  35.92 t/s
2.05.819.623 I slot print_timing: id  2 | task 2168 | n_decoded =   1414, tg =  36.08 t/s, tg_3s =  35.98 t/s
2.08.821.911 I slot print_timing: id  2 | task 2168 | n_decoded =   1522, tg =  36.08 t/s, tg_3s =  35.97 t/s
2.11.836.501 I slot print_timing: id  2 | task 2168 | n_decoded =   1630, tg =  36.06 t/s, tg_3s =  35.83 t/s
2.14.846.299 I slot print_timing: id  2 | task 2168 | n_decoded =   1738, tg =  36.05 t/s, tg_3s =  35.88 t/s
2.17.862.266 I slot print_timing: id  2 | task 2168 | n_decoded =   1846, tg =  36.03 t/s, tg_3s =  35.81 t/s
2.20.874.311 I slot print_timing: id  2 | task 2168 | n_decoded =   1954, tg =  36.02 t/s, tg_3s =  35.86 t/s
2.23.891.268 I slot print_timing: id  2 | task 2168 | n_decoded =   2062, tg =  36.01 t/s, tg_3s =  35.80 t/s
2.26.903.684 I slot print_timing: id  2 | task 2168 | n_decoded =   2170, tg =  36.00 t/s, tg_3s =  35.85 t/s
2.29.916.394 I slot print_timing: id  2 | task 2168 | n_decoded =   2278, tg =  36.00 t/s, tg_3s =  35.85 t/s
2.32.938.368 I slot print_timing: id  2 | task 2168 | n_decoded =   2386, tg =  35.98 t/s, tg_3s =  35.74 t/s
2.35.956.674 I slot print_timing: id  2 | task 2168 | n_decoded =   2494, tg =  35.98 t/s, tg_3s =  35.78 t/s
2.38.958.181 I slot print_timing: id  2 | task 2168 | n_decoded =   2601, tg =  35.96 t/s, tg_3s =  35.65 t/s
2.41.961.443 I slot print_timing: id  2 | task 2168 | n_decoded =   2708, tg =  35.95 t/s, tg_3s =  35.63 t/s
2.44.969.735 I slot print_timing: id  2 | task 2168 | n_decoded =   2815, tg =  35.93 t/s, tg_3s =  35.57 t/s
2.47.976.606 I slot print_timing: id  2 | task 2168 | n_decoded =   2922, tg =  35.92 t/s, tg_3s =  35.59 t/s
