0.00.339.847 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.469.267 I srv    load_model: loading model 'Youssofal/Qwen3.6-27B-Abliterated-Heretic-Uncensored-GGUF:Q3_K_M'
0.21.707.907 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.21.721.878 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.21.721.900 I srv  llama_server: model loaded
0.21.721.904 I srv  llama_server: listening on http://127.0.0.1:8080
0.22.009.523 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.22.009.584 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.25.206.188 I slot print_timing: id  3 | task 0 | n_decoded =    110, tg =  36.43 t/s, tg_3s =  36.43 t/s
0.28.219.003 I slot print_timing: id  3 | task 0 | n_decoded =    219, tg =  36.30 t/s, tg_3s =  36.18 t/s
0.31.240.771 I slot print_timing: id  3 | task 0 | n_decoded =    328, tg =  36.23 t/s, tg_3s =  36.07 t/s
0.34.257.452 I slot print_timing: id  3 | task 0 | n_decoded =    437, tg =  36.20 t/s, tg_3s =  36.13 t/s
0.37.258.592 I slot print_timing: id  3 | task 0 | n_decoded =    545, tg =  36.16 t/s, tg_3s =  35.99 t/s
0.40.285.144 I slot print_timing: id  3 | task 0 | n_decoded =    654, tg =  36.14 t/s, tg_3s =  36.01 t/s
0.43.288.622 I slot print_timing: id  3 | task 0 | n_decoded =    762, tg =  36.11 t/s, tg_3s =  35.96 t/s
0.46.289.614 I slot print_timing: id  3 | task 0 | n_decoded =    870, tg =  36.10 t/s, tg_3s =  35.99 t/s
0.49.291.632 I slot print_timing: id  3 | task 0 | n_decoded =    978, tg =  36.08 t/s, tg_3s =  35.98 t/s
0.52.302.434 I slot print_timing: id  3 | task 0 | n_decoded =   1086, tg =  36.06 t/s, tg_3s =  35.87 t/s
0.55.309.501 I slot print_timing: id  3 | task 0 | n_decoded =   1194, tg =  36.05 t/s, tg_3s =  35.92 t/s
0.58.328.581 I slot print_timing: id  3 | task 0 | n_decoded =   1302, tg =  36.02 t/s, tg_3s =  35.77 t/s
1.01.348.214 I slot print_timing: id  3 | task 0 | n_decoded =   1410, tg =  36.00 t/s, tg_3s =  35.77 t/s
1.04.371.937 I slot print_timing: id  3 | task 0 | n_decoded =   1518, tg =  35.98 t/s, tg_3s =  35.72 t/s
1.07.393.099 I slot print_timing: id  3 | task 0 | n_decoded =   1626, tg =  35.97 t/s, tg_3s =  35.75 t/s
1.10.414.291 I slot print_timing: id  3 | task 0 | n_decoded =   1734, tg =  35.95 t/s, tg_3s =  35.75 t/s
1.13.417.612 I slot print_timing: id  3 | task 0 | n_decoded =   1841, tg =  35.94 t/s, tg_3s =  35.63 t/s
1.16.418.275 I slot print_timing: id  3 | task 0 | n_decoded =   1948, tg =  35.92 t/s, tg_3s =  35.66 t/s
1.19.424.467 I slot print_timing: id  3 | task 0 | n_decoded =   2055, tg =  35.90 t/s, tg_3s =  35.59 t/s
1.22.426.804 I slot print_timing: id  3 | task 0 | n_decoded =   2162, tg =  35.89 t/s, tg_3s =  35.64 t/s
1.25.430.485 I slot print_timing: id  3 | task 0 | n_decoded =   2269, tg =  35.88 t/s, tg_3s =  35.62 t/s
1.28.438.470 I slot print_timing: id  3 | task 0 | n_decoded =   2376, tg =  35.86 t/s, tg_3s =  35.57 t/s
1.31.443.565 I slot print_timing: id  3 | task 0 | n_decoded =   2483, tg =  35.85 t/s, tg_3s =  35.61 t/s
1.34.456.046 I slot print_timing: id  3 | task 0 | n_decoded =   2590, tg =  35.84 t/s, tg_3s =  35.52 t/s
1.37.466.578 I slot print_timing: id  3 | task 0 | n_decoded =   2697, tg =  35.83 t/s, tg_3s =  35.54 t/s
1.40.483.694 I slot print_timing: id  3 | task 0 | n_decoded =   2804, tg =  35.81 t/s, tg_3s =  35.46 t/s
1.43.504.205 I slot print_timing: id  3 | task 0 | n_decoded =   2911, tg =  35.80 t/s, tg_3s =  35.42 t/s
1.46.525.605 I slot print_timing: id  3 | task 0 | n_decoded =   3018, tg =  35.78 t/s, tg_3s =  35.41 t/s
1.49.527.311 I slot print_timing: id  3 | task 0 | n_decoded =   3124, tg =  35.77 t/s, tg_3s =  35.31 t/s
1.52.553.750 I slot print_timing: id  3 | task 0 | n_decoded =   3231, tg =  35.75 t/s, tg_3s =  35.36 t/s
1.55.559.022 I slot print_timing: id  3 | task 0 | n_decoded =   3337, tg =  35.74 t/s, tg_3s =  35.27 t/s
1.58.561.667 I slot print_timing: id  3 | task 0 | n_decoded =   3443, tg =  35.73 t/s, tg_3s =  35.30 t/s
2.01.565.478 I slot print_timing: id  3 | task 0 | n_decoded =   3549, tg =  35.71 t/s, tg_3s =  35.29 t/s
2.04.576.429 I slot print_timing: id  3 | task 0 | n_decoded =   3655, tg =  35.70 t/s, tg_3s =  35.20 t/s
2.07.583.764 I slot print_timing: id  3 | task 0 | n_decoded =   3761, tg =  35.68 t/s, tg_3s =  35.25 t/s
2.10.597.041 I slot print_timing: id  3 | task 0 | n_decoded =   3867, tg =  35.67 t/s, tg_3s =  35.18 t/s
2.13.606.692 I slot print_timing: id  3 | task 0 | n_decoded =   3973, tg =  35.66 t/s, tg_3s =  35.22 t/s
2.16.622.292 I slot print_timing: id  3 | task 0 | n_decoded =   4079, tg =  35.64 t/s, tg_3s =  35.15 t/s
2.19.639.690 I slot print_timing: id  3 | task 0 | n_decoded =   4185, tg =  35.63 t/s, tg_3s =  35.13 t/s
2.22.657.730 I slot print_timing: id  3 | task 0 | n_decoded =   4291, tg =  35.62 t/s, tg_3s =  35.12 t/s
2.25.683.978 I slot print_timing: id  3 | task 0 | n_decoded =   4397, tg =  35.60 t/s, tg_3s =  35.03 t/s
2.28.707.996 I slot print_timing: id  3 | task 0 | n_decoded =   4503, tg =  35.59 t/s, tg_3s =  35.05 t/s
2.31.708.800 I slot print_timing: id  3 | task 0 | n_decoded =   4608, tg =  35.58 t/s, tg_3s =  34.99 t/s
2.34.735.326 I slot print_timing: id  3 | task 0 | n_decoded =   4714, tg =  35.56 t/s, tg_3s =  35.02 t/s
2.37.762.316 I slot print_timing: id  3 | task 0 | n_decoded =   4820, tg =  35.55 t/s, tg_3s =  35.02 t/s
2.40.768.261 I slot print_timing: id  3 | task 0 | n_decoded =   4925, tg =  35.54 t/s, tg_3s =  34.93 t/s
2.43.770.076 I slot print_timing: id  3 | task 0 | n_decoded =   5030, tg =  35.53 t/s, tg_3s =  34.98 t/s
2.46.777.018 I slot print_timing: id  3 | task 0 | n_decoded =   5135, tg =  35.51 t/s, tg_3s =  34.92 t/s
2.49.780.710 I slot print_timing: id  3 | task 0 | n_decoded =   5240, tg =  35.50 t/s, tg_3s =  34.96 t/s
2.52.789.685 I slot print_timing: id  3 | task 0 | n_decoded =   5345, tg =  35.49 t/s, tg_3s =  34.90 t/s
2.55.794.539 I slot print_timing: id  3 | task 0 | n_decoded =   5450, tg =  35.48 t/s, tg_3s =  34.94 t/s
2.58.799.599 I slot print_timing: id  3 | task 0 | n_decoded =   5555, tg =  35.47 t/s, tg_3s =  34.94 t/s
3.01.814.626 I slot print_timing: id  3 | task 0 | n_decoded =   5660, tg =  35.46 t/s, tg_3s =  34.83 t/s
3.04.829.255 I slot print_timing: id  3 | task 0 | n_decoded =   5765, tg =  35.45 t/s, tg_3s =  34.83 t/s
3.07.848.458 I slot print_timing: id  3 | task 0 | n_decoded =   5870, tg =  35.43 t/s, tg_3s =  34.78 t/s
3.10.866.125 I slot print_timing: id  3 | task 0 | n_decoded =   5975, tg =  35.42 t/s, tg_3s =  34.80 t/s
3.13.883.806 I slot print_timing: id  3 | task 0 | n_decoded =   6080, tg =  35.41 t/s, tg_3s =  34.79 t/s
