0.00.252.413 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.346.210 I srv    load_model: loading model 'unsloth/Qwen3.6-27B-GGUF:IQ4_XS'
0.00.657.890 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.25.113.415 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.25.129.064 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.25.129.097 I srv  llama_server: model loaded
0.25.129.100 I srv  llama_server: listening on http://127.0.0.1:8080
0.26.129.357 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.26.129.665 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.28.695.061 I slot print_timing: id  3 | task 0 | prompt eval time =     575.47 ms /   656 tokens (    0.88 ms per token,  1139.94 tokens per second)
0.28.695.065 I slot print_timing: id  3 | task 0 |        eval time =    1989.88 ms /    73 tokens (   27.26 ms per token,    36.69 tokens per second)
0.28.695.065 I slot print_timing: id  3 | task 0 |       total time =    2565.35 ms /   729 tokens
0.28.695.068 I slot print_timing: id  3 | task 0 |    graphs reused =         72
0.28.695.120 I slot      release: id  3 | task 0 | stop processing: n_tokens = 728, truncated = 0
0.28.722.485 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.872 (> 0.100 thold), f_keep = 0.898
0.28.722.657 I slot launch_slot_: id  3 | task 77 | processing task, is_child = 0
0.31.938.525 I slot print_timing: id  3 | task 77 | n_decoded =    110, tg =  36.54 t/s, tg_3s =  36.54 t/s
0.34.169.964 I slot print_timing: id  3 | task 77 | prompt eval time =     205.38 ms /   182 tokens (    1.13 ms per token,   886.15 tokens per second)
0.34.169.967 I slot print_timing: id  3 | task 77 |        eval time =    5241.89 ms /   191 tokens (   27.44 ms per token,    36.44 tokens per second)
0.34.169.967 I slot print_timing: id  3 | task 77 |       total time =    5447.27 ms /   373 tokens
0.34.169.967 I slot print_timing: id  3 | task 77 |    graphs reused =        260
0.34.170.008 I slot      release: id  3 | task 77 | stop processing: n_tokens = 940, truncated = 0
0.34.190.634 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.534 (> 0.100 thold), f_keep = 0.796
0.34.190.782 I slot launch_slot_: id  3 | task 271 | processing task, is_child = 0
0.37.740.053 I slot print_timing: id  3 | task 271 | n_decoded =    110, tg =  36.47 t/s, tg_3s =  36.47 t/s
0.40.757.446 I slot print_timing: id  3 | task 271 | n_decoded =    219, tg =  36.29 t/s, tg_3s =  36.12 t/s
0.40.812.739 I slot print_timing: id  3 | task 271 | prompt eval time =     532.69 ms /   703 tokens (    0.76 ms per token,  1319.71 tokens per second)
0.40.812.741 I slot print_timing: id  3 | task 271 |        eval time =    6089.23 ms /   221 tokens (   27.55 ms per token,    36.29 tokens per second)
0.40.812.741 I slot print_timing: id  3 | task 271 |       total time =    6621.92 ms /   924 tokens
0.40.812.742 I slot print_timing: id  3 | task 271 |    graphs reused =        478
0.40.812.801 I slot      release: id  3 | task 271 | stop processing: n_tokens = 1621, truncated = 0
0.40.833.613 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.897 (> 0.100 thold), f_keep = 0.863
0.40.833.763 I slot launch_slot_: id  3 | task 496 | processing task, is_child = 0
0.42.604.798 I slot print_timing: id  3 | task 496 | prompt eval time =     467.21 ms /   637 tokens (    0.73 ms per token,  1363.42 tokens per second)
0.42.604.802 I slot print_timing: id  3 | task 496 |        eval time =    1303.79 ms /    48 tokens (   27.16 ms per token,    36.82 tokens per second)
0.42.604.802 I slot print_timing: id  3 | task 496 |       total time =    1771.00 ms /   685 tokens
0.42.604.803 I slot print_timing: id  3 | task 496 |    graphs reused =        524
0.42.604.862 I slot      release: id  3 | task 496 | stop processing: n_tokens = 1607, truncated = 0
0.42.656.202 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.955 (> 0.100 thold), f_keep = 0.970
0.42.656.331 I slot launch_slot_: id  3 | task 548 | processing task, is_child = 0
0.44.302.679 I slot print_timing: id  3 | task 548 | prompt eval time =     176.63 ms /    98 tokens (    1.80 ms per token,   554.84 tokens per second)
0.44.302.683 I slot print_timing: id  3 | task 548 |        eval time =    1469.69 ms /    54 tokens (   27.22 ms per token,    36.74 tokens per second)
0.44.302.683 I slot print_timing: id  3 | task 548 |       total time =    1646.32 ms /   152 tokens
0.44.302.683 I slot print_timing: id  3 | task 548 |    graphs reused =        576
0.44.302.748 I slot      release: id  3 | task 548 | stop processing: n_tokens = 1684, truncated = 0
0.44.355.270 I srv    operator(): operator(): cleaning up before exit...
