0.00.234.213 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.324.188 I srv    load_model: loading model 'DavidAU/Qwen3.6-27B-Heretic-Uncensored-FINETUNE-NEO-CODE-Di-IMatrix-MAX-GGUF:IQ4_XS'
0.00.645.718 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.24.073.570 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.24.087.667 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.24.087.688 I srv  llama_server: model loaded
0.24.087.691 I srv  llama_server: listening on http://127.0.0.1:8080
0.26.047.025 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.26.047.092 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.29.322.511 I slot print_timing: id  3 | task 0 | n_decoded =    110, tg =  36.47 t/s, tg_3s =  36.47 t/s
0.32.339.056 I slot print_timing: id  3 | task 0 | n_decoded =    219, tg =  36.30 t/s, tg_3s =  36.13 t/s
0.35.350.295 I slot print_timing: id  3 | task 0 | n_decoded =    328, tg =  36.27 t/s, tg_3s =  36.20 t/s
0.38.361.790 I slot print_timing: id  3 | task 0 | n_decoded =    437, tg =  36.25 t/s, tg_3s =  36.19 t/s
0.41.382.231 I slot print_timing: id  3 | task 0 | n_decoded =    546, tg =  36.22 t/s, tg_3s =  36.09 t/s
0.44.399.521 I slot print_timing: id  3 | task 0 | n_decoded =    655, tg =  36.20 t/s, tg_3s =  36.13 t/s
0.47.422.258 I slot print_timing: id  3 | task 0 | n_decoded =    764, tg =  36.18 t/s, tg_3s =  36.06 t/s
0.50.441.281 I slot print_timing: id  3 | task 0 | n_decoded =    873, tg =  36.17 t/s, tg_3s =  36.10 t/s
0.53.465.148 I slot print_timing: id  3 | task 0 | n_decoded =    982, tg =  36.16 t/s, tg_3s =  36.05 t/s
0.56.485.846 I slot print_timing: id  3 | task 0 | n_decoded =   1091, tg =  36.15 t/s, tg_3s =  36.08 t/s
0.57.816.140 I slot print_timing: id  3 | task 0 | prompt eval time =     259.15 ms /    55 tokens (    4.71 ms per token,   212.23 tokens per second)
0.57.816.143 I slot print_timing: id  3 | task 0 |        eval time =   31509.85 ms /  1139 tokens (   27.66 ms per token,    36.15 tokens per second)
0.57.816.144 I slot print_timing: id  3 | task 0 |       total time =   31769.00 ms /  1194 tokens
0.57.816.148 I slot print_timing: id  3 | task 0 |    graphs reused =       1134
0.57.816.173 I slot      release: id  3 | task 0 | stop processing: n_tokens = 1193, truncated = 0
0.57.841.930 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
0.57.841.973 I slot launch_slot_: id  2 | task 1142 | processing task, is_child = 0
1.01.309.832 I slot print_timing: id  2 | task 1142 | n_decoded =    110, tg =  36.43 t/s, tg_3s =  36.43 t/s
1.04.325.121 I slot print_timing: id  2 | task 1142 | n_decoded =    219, tg =  36.29 t/s, tg_3s =  36.15 t/s
1.07.348.076 I slot print_timing: id  2 | task 1142 | n_decoded =    328, tg =  36.21 t/s, tg_3s =  36.06 t/s
1.10.366.796 I slot print_timing: id  2 | task 1142 | n_decoded =    437, tg =  36.19 t/s, tg_3s =  36.11 t/s
1.13.391.249 I slot print_timing: id  2 | task 1142 | n_decoded =    546, tg =  36.16 t/s, tg_3s =  36.04 t/s
1.16.411.479 I slot print_timing: id  2 | task 1142 | n_decoded =    655, tg =  36.15 t/s, tg_3s =  36.09 t/s
1.19.436.618 I slot print_timing: id  2 | task 1142 | n_decoded =    764, tg =  36.13 t/s, tg_3s =  36.03 t/s
1.22.458.626 I slot print_timing: id  2 | task 1142 | n_decoded =    873, tg =  36.12 t/s, tg_3s =  36.07 t/s
1.25.480.840 I slot print_timing: id  2 | task 1142 | n_decoded =    982, tg =  36.12 t/s, tg_3s =  36.07 t/s
1.28.485.713 I slot print_timing: id  2 | task 1142 | n_decoded =   1090, tg =  36.10 t/s, tg_3s =  35.94 t/s
1.31.487.896 I slot print_timing: id  2 | task 1142 | n_decoded =   1198, tg =  36.09 t/s, tg_3s =  35.97 t/s
1.34.495.448 I slot print_timing: id  2 | task 1142 | n_decoded =   1306, tg =  36.07 t/s, tg_3s =  35.91 t/s
1.37.498.154 I slot print_timing: id  2 | task 1142 | n_decoded =   1414, tg =  36.06 t/s, tg_3s =  35.97 t/s
1.40.501.052 I slot print_timing: id  2 | task 1142 | n_decoded =   1522, tg =  36.06 t/s, tg_3s =  35.97 t/s
1.43.515.454 I slot print_timing: id  2 | task 1142 | n_decoded =   1630, tg =  36.04 t/s, tg_3s =  35.83 t/s
1.46.525.029 I slot print_timing: id  2 | task 1142 | n_decoded =   1738, tg =  36.03 t/s, tg_3s =  35.89 t/s
1.49.540.760 I slot print_timing: id  2 | task 1142 | n_decoded =   1846, tg =  36.02 t/s, tg_3s =  35.81 t/s
1.52.552.211 I slot print_timing: id  2 | task 1142 | n_decoded =   1954, tg =  36.01 t/s, tg_3s =  35.86 t/s
1.55.568.718 I slot print_timing: id  2 | task 1142 | n_decoded =   2062, tg =  36.00 t/s, tg_3s =  35.80 t/s
1.58.580.779 I slot print_timing: id  2 | task 1142 | n_decoded =   2170, tg =  35.99 t/s, tg_3s =  35.86 t/s
2.01.592.561 I slot print_timing: id  2 | task 1142 | n_decoded =   2278, tg =  35.99 t/s, tg_3s =  35.86 t/s
2.04.614.161 I slot print_timing: id  2 | task 1142 | n_decoded =   2386, tg =  35.97 t/s, tg_3s =  35.74 t/s
2.07.631.429 I slot print_timing: id  2 | task 1142 | n_decoded =   2494, tg =  35.97 t/s, tg_3s =  35.79 t/s
2.10.658.144 I slot print_timing: id  2 | task 1142 | n_decoded =   2602, tg =  35.96 t/s, tg_3s =  35.68 t/s
2.13.684.279 I slot print_timing: id  2 | task 1142 | n_decoded =   2710, tg =  35.94 t/s, tg_3s =  35.69 t/s
2.16.687.553 I slot print_timing: id  2 | task 1142 | n_decoded =   2817, tg =  35.93 t/s, tg_3s =  35.63 t/s
2.19.689.026 I slot print_timing: id  2 | task 1142 | n_decoded =   2924, tg =  35.92 t/s, tg_3s =  35.65 t/s
2.22.690.961 I slot print_timing: id  2 | task 1142 | n_decoded =   3031, tg =  35.91 t/s, tg_3s =  35.64 t/s
2.25.700.568 I slot print_timing: id  2 | task 1142 | n_decoded =   3138, tg =  35.90 t/s, tg_3s =  35.55 t/s
2.28.706.601 I slot print_timing: id  2 | task 1142 | n_decoded =   3245, tg =  35.89 t/s, tg_3s =  35.60 t/s
2.31.719.179 I slot print_timing: id  2 | task 1142 | n_decoded =   3352, tg =  35.88 t/s, tg_3s =  35.52 t/s
2.34.729.142 I slot print_timing: id  2 | task 1142 | n_decoded =   3459, tg =  35.87 t/s, tg_3s =  35.55 t/s
2.37.739.269 I slot print_timing: id  2 | task 1142 | n_decoded =   3566, tg =  35.86 t/s, tg_3s =  35.55 t/s
2.40.756.607 I slot print_timing: id  2 | task 1142 | n_decoded =   3673, tg =  35.85 t/s, tg_3s =  35.46 t/s
2.43.769.191 I slot print_timing: id  2 | task 1142 | n_decoded =   3780, tg =  35.84 t/s, tg_3s =  35.52 t/s
2.46.790.394 I slot print_timing: id  2 | task 1142 | n_decoded =   3887, tg =  35.82 t/s, tg_3s =  35.42 t/s
2.49.810.458 I slot print_timing: id  2 | task 1142 | n_decoded =   3994, tg =  35.81 t/s, tg_3s =  35.43 t/s
2.52.836.161 I slot print_timing: id  2 | task 1142 | n_decoded =   4101, tg =  35.80 t/s, tg_3s =  35.36 t/s
2.55.861.268 I slot print_timing: id  2 | task 1142 | n_decoded =   4208, tg =  35.79 t/s, tg_3s =  35.37 t/s
2.56.455.038 I slot print_timing: id  2 | task 1142 | prompt eval time =     283.72 ms /   269 tokens (    1.05 ms per token,   948.12 tokens per second)
