0.00.239.392 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.347.079 I srv    load_model: loading model 'HauhauCS/Qwen3.6-27B-Uncensored-HauhauCS-Balanced:Q3_K_P'
0.00.689.443 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.23.268.803 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.23.282.938 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.23.282.959 I srv  llama_server: model loaded
0.23.282.963 I srv  llama_server: listening on http://127.0.0.1:8080
0.24.032.561 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.24.032.624 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.27.233.671 I slot print_timing: id  3 | task 0 | n_decoded =    107, tg =  35.50 t/s, tg_3s =  35.50 t/s
0.30.244.378 I slot print_timing: id  3 | task 0 | n_decoded =    213, tg =  35.36 t/s, tg_3s =  35.21 t/s
0.33.266.850 I slot print_timing: id  3 | task 0 | n_decoded =    319, tg =  35.26 t/s, tg_3s =  35.07 t/s
0.36.283.766 I slot print_timing: id  3 | task 0 | n_decoded =    425, tg =  35.23 t/s, tg_3s =  35.14 t/s
0.39.308.140 I slot print_timing: id  3 | task 0 | n_decoded =    531, tg =  35.19 t/s, tg_3s =  35.05 t/s
0.42.331.281 I slot print_timing: id  3 | task 0 | n_decoded =    637, tg =  35.17 t/s, tg_3s =  35.06 t/s
0.45.332.279 I slot print_timing: id  3 | task 0 | n_decoded =    742, tg =  35.15 t/s, tg_3s =  34.99 t/s
0.48.360.840 I slot print_timing: id  3 | task 0 | n_decoded =    848, tg =  35.13 t/s, tg_3s =  35.00 t/s
0.51.362.142 I slot print_timing: id  3 | task 0 | n_decoded =    953, tg =  35.11 t/s, tg_3s =  34.98 t/s
0.54.369.188 I slot print_timing: id  3 | task 0 | n_decoded =   1058, tg =  35.09 t/s, tg_3s =  34.92 t/s
0.57.372.857 I slot print_timing: id  3 | task 0 | n_decoded =   1163, tg =  35.08 t/s, tg_3s =  34.96 t/s
1.00.383.293 I slot print_timing: id  3 | task 0 | n_decoded =   1268, tg =  35.06 t/s, tg_3s =  34.88 t/s
1.03.395.892 I slot print_timing: id  3 | task 0 | n_decoded =   1373, tg =  35.05 t/s, tg_3s =  34.85 t/s
1.06.409.167 I slot print_timing: id  3 | task 0 | n_decoded =   1478, tg =  35.03 t/s, tg_3s =  34.85 t/s
1.09.427.588 I slot print_timing: id  3 | task 0 | n_decoded =   1583, tg =  35.02 t/s, tg_3s =  34.79 t/s
1.12.442.459 I slot print_timing: id  3 | task 0 | n_decoded =   1688, tg =  35.00 t/s, tg_3s =  34.83 t/s
