0.00.257.983 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.379.638 I srv    load_model: loading model 'unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_XL'
0.01.006.123 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --no-mmap for better performance
0.28.100.019 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.28.114.511 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.28.114.538 I srv  llama_server: model loaded
0.28.114.541 I srv  llama_server: listening on http://127.0.0.1:8080
0.30.053.654 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.30.053.704 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.33.660.195 I slot print_timing: id  3 | task 0 | n_decoded =    167, tg =  55.57 t/s, tg_3s =  55.57 t/s
0.36.664.087 I slot print_timing: id  3 | task 0 | n_decoded =    330, tg =  54.92 t/s, tg_3s =  54.26 t/s
0.39.673.018 I slot print_timing: id  3 | task 0 | n_decoded =    497, tg =  55.11 t/s, tg_3s =  55.50 t/s
0.42.680.169 I slot print_timing: id  3 | task 0 | n_decoded =    664, tg =  55.22 t/s, tg_3s =  55.53 t/s
0.45.680.350 I slot print_timing: id  3 | task 0 | n_decoded =    829, tg =  55.17 t/s, tg_3s =  55.00 t/s
0.48.689.992 I slot print_timing: id  3 | task 0 | n_decoded =    994, tg =  55.11 t/s, tg_3s =  54.82 t/s
0.51.706.398 I slot print_timing: id  3 | task 0 | n_decoded =   1161, tg =  55.15 t/s, tg_3s =  55.36 t/s
0.54.716.986 I slot print_timing: id  3 | task 0 | n_decoded =   1327, tg =  55.15 t/s, tg_3s =  55.14 t/s
0.57.731.777 I slot print_timing: id  3 | task 0 | n_decoded =   1494, tg =  55.18 t/s, tg_3s =  55.39 t/s
1.00.742.010 I slot print_timing: id  3 | task 0 | n_decoded =   1661, tg =  55.21 t/s, tg_3s =  55.48 t/s
1.03.743.877 I slot print_timing: id  3 | task 0 | n_decoded =   1827, tg =  55.21 t/s, tg_3s =  55.30 t/s
1.06.746.804 I slot print_timing: id  3 | task 0 | n_decoded =   1993, tg =  55.22 t/s, tg_3s =  55.28 t/s
1.09.757.986 I slot print_timing: id  3 | task 0 | n_decoded =   2159, tg =  55.21 t/s, tg_3s =  55.13 t/s
