0.00.262.150 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.398.370 I srv    load_model: loading model 'unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_XL'
0.01.024.806 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --no-mmap for better performance
0.37.617.037 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.37.635.012 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.37.635.118 I srv  llama_server: model loaded
0.37.635.122 I srv  llama_server: listening on http://127.0.0.1:8080
0.38.155.196 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.38.155.268 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.44.465.225 I slot print_timing: id  3 | task 0 | n_decoded =    100, tg =  31.02 t/s, tg_3s =  31.02 t/s
0.47.473.690 I slot print_timing: id  3 | task 0 | n_decoded =    224, tg =  35.94 t/s, tg_3s =  41.22 t/s
0.50.474.823 I slot print_timing: id  3 | task 0 | n_decoded =    349, tg =  37.80 t/s, tg_3s =  41.65 t/s
0.53.477.456 I slot print_timing: id  3 | task 0 | n_decoded =    487, tg =  39.80 t/s, tg_3s =  45.96 t/s
0.56.478.121 I slot print_timing: id  3 | task 0 | n_decoded =    631, tg =  41.41 t/s, tg_3s =  47.99 t/s
0.59.481.648 I slot print_timing: id  3 | task 0 | n_decoded =    775, tg =  42.49 t/s, tg_3s =  47.94 t/s
1.02.493.175 I slot print_timing: id  3 | task 0 | n_decoded =    921, tg =  43.34 t/s, tg_3s =  48.48 t/s
1.05.510.849 I slot print_timing: id  3 | task 0 | n_decoded =   1074, tg =  44.25 t/s, tg_3s =  50.70 t/s
1.08.520.069 I slot print_timing: id  3 | task 0 | n_decoded =   1221, tg =  44.76 t/s, tg_3s =  48.85 t/s
1.09.872.900 I slot print_timing: id  3 | task 0 | prompt eval time =    3085.67 ms /    55 tokens (   56.10 ms per token,    17.82 tokens per second)
1.09.872.904 I slot print_timing: id  3 | task 0 |        eval time =   28631.87 ms /  1288 tokens (   22.23 ms per token,    44.98 tokens per second)
1.09.872.905 I slot print_timing: id  3 | task 0 |       total time =   31717.54 ms /  1343 tokens
1.09.872.909 I slot print_timing: id  3 | task 0 |    graphs reused =       1282
1.09.873.050 I slot      release: id  3 | task 0 | stop processing: n_tokens = 1342, truncated = 0
1.09.899.396 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
1.09.899.434 I slot launch_slot_: id  2 | task 1291 | processing task, is_child = 0
1.14.188.160 I slot print_timing: id  2 | task 1291 | n_decoded =    157, tg =  52.10 t/s, tg_3s =  52.10 t/s
1.17.203.851 I slot print_timing: id  2 | task 1291 | n_decoded =    314, tg =  52.08 t/s, tg_3s =  52.06 t/s
1.20.213.796 I slot print_timing: id  2 | task 1291 | n_decoded =    469, tg =  51.89 t/s, tg_3s =  51.50 t/s
1.23.229.240 I slot print_timing: id  2 | task 1291 | n_decoded =    625, tg =  51.85 t/s, tg_3s =  51.73 t/s
1.26.248.304 I slot print_timing: id  2 | task 1291 | n_decoded =    780, tg =  51.75 t/s, tg_3s =  51.34 t/s
